segment_id,dataset_family,boundary_pair,title,text,gold_role,contrast_role,gold_entities,gold_operative_status,gold_relation,gold_answer_relevant,difficulty,notes
EXPAND_S0423,entity_focus,ENTITY_COVERAGE,expanded_entity_0423.md,A follow-up evaluation should add harder examples where mismatch review nearly overlaps with permission boundary.,NEXT_STEP,ENTITY_NEAR_MISS,mismatch review; permission boundary; evidence selection,ACTIVE,proposes_next_test,YES,HARD,Entity coverage row for mismatch review with controlled near miss.
EXPAND_S0424,entity_focus,ENTITY_COVERAGE,expanded_entity_0424.md,"During an incident drill, the audit trail links gold labels to one passage and retrieval trace to another.",EXAMPLE,ENTITY_NEAR_MISS,gold labels; retrieval trace; tool-use security,DESCRIPTIVE,gives_example,YES,MEDIUM,Entity coverage row for gold labels with controlled near miss.
EXPAND_S0425,entity_focus,ENTITY_COVERAGE,expanded_entity_0425.md,A source packet frames RouteMap segment alongside route provenance so reviewers can place the passage before judging its route label.,BACKGROUND,ENTITY_NEAR_MISS,RouteMap segment; route provenance; RouteMap,DESCRIPTIVE,sets_context,MAYBE,HARD,Entity coverage row for RouteMap segment with controlled near miss.
EXPAND_S0426,entity_focus,ENTITY_COVERAGE,expanded_entity_0426.md,"A route-aware system loses answer support when secure AI development is separated from RouteMap. The nearby phrase mentions agent memory only as a contrast, not the main label.",CLAIM,ENTITY_NEAR_MISS,secure AI development; RouteMap; agent memory,ACTIVE,asserts,YES,MEDIUM,Entity coverage row for secure AI development with controlled near miss.
EXPAND_S0427,entity_focus,ENTITY_COVERAGE,expanded_entity_0427.md,The phrase LLM application security marks the identity of the route feature connected to route extraction.,DEFINE,ENTITY_NEAR_MISS,LLM application security; route extraction; audit trail,DESCRIPTIVE,defines,YES,EASY,Entity coverage row for LLM application security with controlled near miss.
EXPAND_S0428,entity_focus,ENTITY_COVERAGE,expanded_entity_0428.md,"The reviewer logs AI safety evaluation, checks benchmark, and stores the route decision before publishing the answer.",METHOD,ENTITY_NEAR_MISS,AI safety evaluation; benchmark; answer support,ACTIVE,recommends,YES,HARD,Entity coverage row for AI safety evaluation with controlled near miss.
EXPAND_S0429,entity_focus,ENTITY_COVERAGE,expanded_entity_0429.md,The mismatch review shows model release governance improved after adding labels while evaluation remained unstable.,RESULT,ENTITY_NEAR_MISS,model release governance; evaluation; RouteMap,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Entity coverage row for model release governance with controlled near miss.
EXPAND_S0430,entity_focus,ENTITY_COVERAGE,expanded_entity_0430.md,"Without privacy, the extractor may overstate human review and hide a residual route gap.",LIMITATION,ENTITY_NEAR_MISS,privacy; human review; controls,LIMITED,limits,YES,HARD,Entity coverage row for privacy with controlled near miss.
EXPAND_S0431,entity_focus,ENTITY_COVERAGE,expanded_entity_0431.md,"The next benchmark should compare consent boundary with evidence selection on unseen route-retrieval documents. The nearby phrase mentions risk management only as a contrast, not the main label.",NEXT_STEP,ENTITY_NEAR_MISS,consent boundary; evidence selection; risk management,ACTIVE,proposes_next_test,YES,MEDIUM,Entity coverage row for consent boundary with controlled near miss.
EXPAND_S0432,entity_focus,ENTITY_COVERAGE,expanded_entity_0432.md,A tenant report shows permission boundary in the retrieved path while tool-use security appears only in the notes.,EXAMPLE,ENTITY_NEAR_MISS,permission boundary; tool-use security; source context,DESCRIPTIVE,gives_example,YES,EASY,Entity coverage row for permission boundary with controlled near miss.
EXPAND_S0433,entity_focus,ENTITY_COVERAGE,expanded_entity_0433.md,A policy context page introduces retrieval trace vocabulary before any substantive extraction claim is made.,BACKGROUND,ENTITY_NEAR_MISS,retrieval trace; incident response; RouteMap,DESCRIPTIVE,sets_context,MAYBE,HARD,Entity coverage row for retrieval trace with controlled near miss.
EXPAND_S0434,entity_focus,ENTITY_COVERAGE,expanded_entity_0434.md,route provenance improves RouteMap reliability only when agent memory remains visible to downstream reviewers.,CLAIM,ENTITY_NEAR_MISS,route provenance; agent memory; gold labels,ACTIVE,asserts,YES,MEDIUM,Entity coverage row for route provenance with controlled near miss.
EXPAND_S0435,entity_focus,ENTITY_COVERAGE,expanded_entity_0435.md,"In this benchmark, RouteMap denotes the label used for passages that carry audit trail.",DEFINE,ENTITY_NEAR_MISS,RouteMap; audit trail; RouteMap segment,DESCRIPTIVE,defines,YES,HARD,Entity coverage row for RouteMap with controlled near miss.
EXPAND_S0436,entity_focus,ENTITY_COVERAGE,expanded_entity_0436.md,"RouteMap processing links route extraction to answer support, validates the label, and preserves the reviewer note. The nearby phrase mentions secure ai development only as a contrast, not the main label.",METHOD,ENTITY_NEAR_MISS,route extraction; answer support; secure AI development,ACTIVE,recommends,YES,MEDIUM,Entity coverage row for route extraction with controlled near miss.
EXPAND_S0437,entity_focus,ENTITY_COVERAGE,expanded_entity_0437.md,The evaluation run recovered benchmark but missed policy context in several hard boundary rows.,RESULT,ENTITY_NEAR_MISS,benchmark; policy context; RouteMap,DESCRIPTIVE,reports_usefulness,YES,EASY,Entity coverage row for benchmark with controlled near miss.
EXPAND_S0438,entity_focus,ENTITY_COVERAGE,expanded_entity_0438.md,The route remains ambiguous unless evaluation and controls are both visible to human review.,LIMITATION,ENTITY_NEAR_MISS,evaluation; controls; AI safety evaluation,LIMITED,limits,YES,HARD,Entity coverage row for evaluation with controlled near miss.
EXPAND_S0439,entity_focus,ENTITY_COVERAGE,expanded_entity_0439.md,Future corpora should include paired rows that separate human review from risk management.,NEXT_STEP,ENTITY_NEAR_MISS,human review; risk management; model release governance,ACTIVE,proposes_next_test,YES,MEDIUM,Entity coverage row for human review with controlled near miss.
EXPAND_S0440,entity_focus,ENTITY_COVERAGE,expanded_entity_0440.md,"In one release review, a reviewer accepted evidence selection but sent source context back for a second check.",EXAMPLE,ENTITY_NEAR_MISS,evidence selection; source context; privacy,DESCRIPTIVE,gives_example,YES,HARD,Entity coverage row for evidence selection with controlled near miss.
EXPAND_S0441,entity_focus,ENTITY_COVERAGE,expanded_entity_0441.md,"The project note records why tool-use security and mismatch review appear together in the benchmark context. The nearby phrase mentions consent boundary only as a contrast, not the main label.",BACKGROUND,ENTITY_NEAR_MISS,tool-use security; mismatch review; RouteMap,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Entity coverage row for tool-use security with controlled near miss.
EXPAND_S0442,entity_focus,ENTITY_COVERAGE,expanded_entity_0442.md,incident response should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,ENTITY_NEAR_MISS,incident response; gold labels; permission boundary,ACTIVE,asserts,YES,EASY,Entity coverage row for incident response with controlled near miss.
EXPAND_S0443,entity_focus,ENTITY_COVERAGE,expanded_entity_0443.md,agent memory names the boundary where RouteMap segment becomes part of the route record.,DEFINE,ENTITY_NEAR_MISS,agent memory; RouteMap segment; retrieval trace,DESCRIPTIVE,defines,YES,HARD,Entity coverage row for agent memory with controlled near miss.
EXPAND_S0444,entity_focus,ENTITY_COVERAGE,expanded_entity_0444.md,The workflow compares audit trail against secure AI development and records the selected evidence in the audit trail.,METHOD,ENTITY_NEAR_MISS,audit trail; secure AI development; route provenance,ACTIVE,recommends,YES,MEDIUM,Entity coverage row for audit trail with controlled near miss.
EXPAND_S0445,entity_focus,ENTITY_COVERAGE,expanded_entity_0445.md,The benchmark output reports that answer support was selected more consistently than LLM application security.,RESULT,ENTITY_NEAR_MISS,answer support; LLM application security; RouteMap,DESCRIPTIVE,reports_usefulness,YES,HARD,Entity coverage row for answer support with controlled near miss.
EXPAND_S0446,entity_focus,ENTITY_COVERAGE,expanded_entity_0446.md,"policy context alone is insufficient when AI safety evaluation is absent from the retrieved passage. The nearby phrase mentions route extraction only as a contrast, not the main label.",LIMITATION,ENTITY_NEAR_MISS,policy context; AI safety evaluation; route extraction,LIMITED,limits,YES,MEDIUM,Entity coverage row for policy context with controlled near miss.
EXPAND_S0447,entity_focus,ENTITY_COVERAGE,expanded_entity_0447.md,A follow-up evaluation should add harder examples where controls nearly overlaps with model release governance.,NEXT_STEP,ENTITY_NEAR_MISS,controls; model release governance; benchmark,ACTIVE,proposes_next_test,YES,EASY,Entity coverage row for controls with controlled near miss.
EXPAND_S0448,entity_focus,ENTITY_COVERAGE,expanded_entity_0448.md,"During an incident drill, the audit trail links risk management to one passage and privacy to another.",EXAMPLE,ENTITY_NEAR_MISS,risk management; privacy; evaluation,DESCRIPTIVE,gives_example,YES,HARD,Entity coverage row for risk management with controlled near miss.
EXPAND_S0449,entity_focus,ENTITY_COVERAGE,expanded_entity_0449.md,A source packet frames source context alongside consent boundary so reviewers can place the passage before judging its route label.,BACKGROUND,ENTITY_NEAR_MISS,source context; consent boundary; RouteMap,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Entity coverage row for source context with controlled near miss.
EXPAND_S0450,entity_focus,ENTITY_COVERAGE,expanded_entity_0450.md,A route-aware system loses answer support when mismatch review is separated from permission boundary.,CLAIM,ENTITY_NEAR_MISS,mismatch review; permission boundary; evidence selection,ACTIVE,asserts,YES,HARD,Entity coverage row for mismatch review with controlled near miss.
EXPAND_S0451,entity_focus,ENTITY_COVERAGE,expanded_entity_0451.md,"The phrase gold labels marks the identity of the route feature connected to retrieval trace. The nearby phrase mentions tool-use security only as a contrast, not the main label.",DEFINE,ENTITY_NEAR_MISS,gold labels; retrieval trace; tool-use security,DESCRIPTIVE,defines,YES,MEDIUM,Entity coverage row for gold labels with controlled near miss.
EXPAND_S0452,entity_focus,ENTITY_COVERAGE,expanded_entity_0452.md,"The reviewer logs RouteMap segment, checks route provenance, and stores the route decision before publishing the answer.",METHOD,ENTITY_NEAR_MISS,RouteMap segment; route provenance; incident response,ACTIVE,recommends,YES,EASY,Entity coverage row for RouteMap segment with controlled near miss.
EXPAND_S0453,entity_focus,ENTITY_COVERAGE,expanded_entity_0453.md,The mismatch review shows secure AI development improved after adding labels while RouteMap remained unstable.,RESULT,ENTITY_NEAR_MISS,secure AI development; RouteMap,DESCRIPTIVE,reports_usefulness,YES,HARD,Entity coverage row for secure AI development with controlled near miss.
EXPAND_S0454,entity_focus,ENTITY_COVERAGE,expanded_entity_0454.md,"Without LLM application security, the extractor may overstate route extraction and hide a residual route gap.",LIMITATION,ENTITY_NEAR_MISS,LLM application security; route extraction; audit trail,LIMITED,limits,YES,MEDIUM,Entity coverage row for LLM application security with controlled near miss.
EXPAND_S0455,entity_focus,ENTITY_COVERAGE,expanded_entity_0455.md,The next benchmark should compare AI safety evaluation with benchmark on unseen route-retrieval documents.,NEXT_STEP,ENTITY_NEAR_MISS,AI safety evaluation; benchmark; answer support,ACTIVE,proposes_next_test,YES,HARD,Entity coverage row for AI safety evaluation with controlled near miss.
EXPAND_S0456,entity_focus,ENTITY_COVERAGE,expanded_entity_0456.md,"A tenant report shows model release governance in the retrieved path while evaluation appears only in the notes. The nearby phrase mentions policy context only as a contrast, not the main label.",EXAMPLE,ENTITY_NEAR_MISS,model release governance; evaluation; policy context,DESCRIPTIVE,gives_example,YES,MEDIUM,Entity coverage row for model release governance with controlled near miss.
EXPAND_S0457,entity_focus,ENTITY_COVERAGE,expanded_entity_0457.md,A policy context page introduces privacy vocabulary before any substantive extraction claim is made.,BACKGROUND,ENTITY_NEAR_MISS,privacy; human review; RouteMap,DESCRIPTIVE,sets_context,MAYBE,EASY,Entity coverage row for privacy with controlled near miss.
EXPAND_S0458,entity_focus,ENTITY_COVERAGE,expanded_entity_0458.md,consent boundary improves RouteMap reliability only when evidence selection remains visible to downstream reviewers.,CLAIM,ENTITY_NEAR_MISS,consent boundary; evidence selection; risk management,ACTIVE,asserts,YES,HARD,Entity coverage row for consent boundary with controlled near miss.
EXPAND_S0459,entity_focus,ENTITY_COVERAGE,expanded_entity_0459.md,"In this benchmark, permission boundary denotes the label used for passages that carry tool-use security.",DEFINE,ENTITY_NEAR_MISS,permission boundary; tool-use security; source context,DESCRIPTIVE,defines,YES,MEDIUM,Entity coverage row for permission boundary with controlled near miss.
EXPAND_S0460,entity_focus,ENTITY_COVERAGE,expanded_entity_0460.md,"RouteMap processing links retrieval trace to incident response, validates the label, and preserves the reviewer note.",METHOD,ENTITY_NEAR_MISS,retrieval trace; incident response; mismatch review,ACTIVE,recommends,YES,HARD,Entity coverage row for retrieval trace with controlled near miss.
EXPAND_S0461,entity_focus,ENTITY_COVERAGE,expanded_entity_0461.md,"The evaluation run recovered route provenance but missed agent memory in several hard boundary rows. The nearby phrase mentions gold labels only as a contrast, not the main label.",RESULT,ENTITY_NEAR_MISS,route provenance; agent memory; RouteMap,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Entity coverage row for route provenance with controlled near miss.
EXPAND_S0462,entity_focus,ENTITY_COVERAGE,expanded_entity_0462.md,The route remains ambiguous unless RouteMap and audit trail are both visible to human review.,LIMITATION,ENTITY_NEAR_MISS,RouteMap; audit trail; RouteMap segment,LIMITED,limits,YES,EASY,Entity coverage row for RouteMap with controlled near miss.
EXPAND_S0463,entity_focus,ENTITY_COVERAGE,expanded_entity_0463.md,Future corpora should include paired rows that separate route extraction from answer support.,NEXT_STEP,ENTITY_NEAR_MISS,route extraction; answer support; secure AI development,ACTIVE,proposes_next_test,YES,HARD,Entity coverage row for route extraction with controlled near miss.
EXPAND_S0464,entity_focus,ENTITY_COVERAGE,expanded_entity_0464.md,"In one release review, a reviewer accepted benchmark but sent policy context back for a second check.",EXAMPLE,ENTITY_NEAR_MISS,benchmark; policy context; LLM application security,DESCRIPTIVE,gives_example,YES,MEDIUM,Entity coverage row for benchmark with controlled near miss.
EXPAND_S0465,entity_focus,ENTITY_COVERAGE,expanded_entity_0465.md,The project note records why evaluation and controls appear together in the benchmark context.,BACKGROUND,ENTITY_NEAR_MISS,evaluation; controls; RouteMap,DESCRIPTIVE,sets_context,MAYBE,HARD,Entity coverage row for evaluation with controlled near miss.
EXPAND_S0466,entity_focus,ENTITY_COVERAGE,expanded_entity_0466.md,"human review should be treated as evidence for route quality rather than as decorative metadata. The nearby phrase mentions model release governance only as a contrast, not the main label.",CLAIM,ENTITY_NEAR_MISS,human review; risk management; model release governance,ACTIVE,asserts,YES,MEDIUM,Entity coverage row for human review with controlled near miss.
EXPAND_S0467,entity_focus,ENTITY_COVERAGE,expanded_entity_0467.md,evidence selection names the boundary where source context becomes part of the route record.,DEFINE,ENTITY_NEAR_MISS,evidence selection; source context; privacy,DESCRIPTIVE,defines,YES,EASY,Entity coverage row for evidence selection with controlled near miss.
EXPAND_S0468,entity_focus,ENTITY_COVERAGE,expanded_entity_0468.md,The workflow compares tool-use security against mismatch review and records the selected evidence in the audit trail.,METHOD,ENTITY_NEAR_MISS,tool-use security; mismatch review; consent boundary,ACTIVE,recommends,YES,HARD,Entity coverage row for tool-use security with controlled near miss.
EXPAND_S0469,entity_focus,ENTITY_COVERAGE,expanded_entity_0469.md,The benchmark output reports that incident response was selected more consistently than gold labels.,RESULT,ENTITY_NEAR_MISS,incident response; gold labels; RouteMap,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Entity coverage row for incident response with controlled near miss.
EXPAND_S0470,entity_focus,ENTITY_COVERAGE,expanded_entity_0470.md,agent memory alone is insufficient when RouteMap segment is absent from the retrieved passage.,LIMITATION,ENTITY_NEAR_MISS,agent memory; RouteMap segment; retrieval trace,LIMITED,limits,YES,HARD,Entity coverage row for agent memory with controlled near miss.
EXPAND_S0471,entity_focus,ENTITY_COVERAGE,expanded_entity_0471.md,"A follow-up evaluation should add harder examples where audit trail nearly overlaps with secure AI development. The nearby phrase mentions route provenance only as a contrast, not the main label.",NEXT_STEP,ENTITY_NEAR_MISS,audit trail; secure AI development; route provenance,ACTIVE,proposes_next_test,YES,MEDIUM,Entity coverage row for audit trail with controlled near miss.
EXPAND_S0472,entity_focus,ENTITY_COVERAGE,expanded_entity_0472.md,"During an incident drill, the audit trail links answer support to one passage and LLM application security to another.",EXAMPLE,ENTITY_NEAR_MISS,answer support; LLM application security; RouteMap,DESCRIPTIVE,gives_example,YES,EASY,Entity coverage row for answer support with controlled near miss.
EXPAND_S0473,entity_focus,ENTITY_COVERAGE,expanded_entity_0473.md,A source packet frames policy context alongside AI safety evaluation so reviewers can place the passage before judging its route label.,BACKGROUND,ENTITY_NEAR_MISS,policy context; AI safety evaluation; RouteMap,DESCRIPTIVE,sets_context,MAYBE,HARD,Entity coverage row for policy context with controlled near miss.
EXPAND_S0474,entity_focus,ENTITY_COVERAGE,expanded_entity_0474.md,A route-aware system loses answer support when controls is separated from model release governance.,CLAIM,ENTITY_NEAR_MISS,controls; model release governance; benchmark,ACTIVE,asserts,YES,MEDIUM,Entity coverage row for controls with controlled near miss.
EXPAND_S0475,entity_focus,ENTITY_COVERAGE,expanded_entity_0475.md,The phrase risk management marks the identity of the route feature connected to privacy.,DEFINE,ENTITY_NEAR_MISS,risk management; privacy; evaluation,DESCRIPTIVE,defines,YES,HARD,Entity coverage row for risk management with controlled near miss.
EXPAND_S0476,entity_focus,ENTITY_COVERAGE,expanded_entity_0476.md,"The reviewer logs source context, checks consent boundary, and stores the route decision before publishing the answer. The nearby phrase mentions human review only as a contrast, not the main label.",METHOD,ENTITY_NEAR_MISS,source context; consent boundary; human review,ACTIVE,recommends,YES,MEDIUM,Entity coverage row for source context with controlled near miss.
EXPAND_S0477,entity_focus,ENTITY_COVERAGE,expanded_entity_0477.md,The mismatch review shows mismatch review improved after adding labels while permission boundary remained unstable.,RESULT,ENTITY_NEAR_MISS,mismatch review; permission boundary; RouteMap,DESCRIPTIVE,reports_usefulness,YES,EASY,Entity coverage row for mismatch review with controlled near miss.
EXPAND_S0478,entity_focus,ENTITY_COVERAGE,expanded_entity_0478.md,"Without gold labels, the extractor may overstate retrieval trace and hide a residual route gap.",LIMITATION,ENTITY_NEAR_MISS,gold labels; retrieval trace; tool-use security,LIMITED,limits,YES,HARD,Entity coverage row for gold labels with controlled near miss.
EXPAND_S0479,entity_focus,ENTITY_COVERAGE,expanded_entity_0479.md,The next benchmark should compare RouteMap segment with route provenance on unseen route-retrieval documents.,NEXT_STEP,ENTITY_NEAR_MISS,RouteMap segment; route provenance; incident response,ACTIVE,proposes_next_test,YES,MEDIUM,Entity coverage row for RouteMap segment with controlled near miss.
EXPAND_S0480,entity_focus,ENTITY_COVERAGE,expanded_entity_0480.md,A tenant report shows secure AI development in the retrieved path while RouteMap appears only in the notes.,EXAMPLE,ENTITY_NEAR_MISS,secure AI development; RouteMap; agent memory,DESCRIPTIVE,gives_example,YES,HARD,Entity coverage row for secure AI development with controlled near miss.
EXPAND_S0481,entity_focus,ENTITY_COVERAGE,expanded_entity_0481.md,"A policy context page introduces LLM application security vocabulary before any substantive extraction claim is made. The nearby phrase mentions audit trail only as a contrast, not the main label.",BACKGROUND,ENTITY_NEAR_MISS,LLM application security; route extraction; RouteMap,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Entity coverage row for LLM application security with controlled near miss.
EXPAND_S0482,entity_focus,ENTITY_COVERAGE,expanded_entity_0482.md,AI safety evaluation improves RouteMap reliability only when benchmark remains visible to downstream reviewers.,CLAIM,ENTITY_NEAR_MISS,AI safety evaluation; benchmark; answer support,ACTIVE,asserts,YES,EASY,Entity coverage row for AI safety evaluation with controlled near miss.
EXPAND_S0483,entity_focus,ENTITY_COVERAGE,expanded_entity_0483.md,"In this benchmark, model release governance denotes the label used for passages that carry evaluation.",DEFINE,ENTITY_NEAR_MISS,model release governance; evaluation; policy context,DESCRIPTIVE,defines,YES,HARD,Entity coverage row for model release governance with controlled near miss.
EXPAND_S0484,entity_focus,ENTITY_COVERAGE,expanded_entity_0484.md,"RouteMap processing links privacy to human review, validates the label, and preserves the reviewer note.",METHOD,ENTITY_NEAR_MISS,privacy; human review; controls,ACTIVE,recommends,YES,MEDIUM,Entity coverage row for privacy with controlled near miss.
EXPAND_S0485,entity_focus,ENTITY_COVERAGE,expanded_entity_0485.md,The evaluation run recovered consent boundary but missed evidence selection in several hard boundary rows.,RESULT,ENTITY_NEAR_MISS,consent boundary; evidence selection; RouteMap,DESCRIPTIVE,reports_usefulness,YES,HARD,Entity coverage row for consent boundary with controlled near miss.
EXPAND_S0486,entity_focus,ENTITY_COVERAGE,expanded_entity_0486.md,"The route remains ambiguous unless permission boundary and tool-use security are both visible to human review. The nearby phrase mentions source context only as a contrast, not the main label.",LIMITATION,ENTITY_NEAR_MISS,permission boundary; tool-use security; source context,LIMITED,limits,YES,MEDIUM,Entity coverage row for permission boundary with controlled near miss.
EXPAND_S0487,entity_focus,ENTITY_COVERAGE,expanded_entity_0487.md,Future corpora should include paired rows that separate retrieval trace from incident response.,NEXT_STEP,ENTITY_NEAR_MISS,retrieval trace; incident response; mismatch review,ACTIVE,proposes_next_test,YES,EASY,Entity coverage row for retrieval trace with controlled near miss.
EXPAND_S0488,entity_focus,ENTITY_COVERAGE,expanded_entity_0488.md,"In one release review, a reviewer accepted route provenance but sent agent memory back for a second check.",EXAMPLE,ENTITY_NEAR_MISS,route provenance; agent memory; gold labels,DESCRIPTIVE,gives_example,YES,HARD,Entity coverage row for route provenance with controlled near miss.
EXPAND_S0489,entity_focus,ENTITY_COVERAGE,expanded_entity_0489.md,The project note records why RouteMap and audit trail appear together in the benchmark context.,BACKGROUND,ENTITY_NEAR_MISS,RouteMap; audit trail,DESCRIPTIVE,sets_context,MAYBE,MEDIUM,Entity coverage row for RouteMap with controlled near miss.
EXPAND_S0490,entity_focus,ENTITY_COVERAGE,expanded_entity_0490.md,route extraction should be treated as evidence for route quality rather than as decorative metadata.,CLAIM,ENTITY_NEAR_MISS,route extraction; answer support; secure AI development,ACTIVE,asserts,YES,HARD,Entity coverage row for route extraction with controlled near miss.
EXPAND_S0491,entity_focus,ENTITY_COVERAGE,expanded_entity_0491.md,"benchmark names the boundary where policy context becomes part of the route record. The nearby phrase mentions llm application security only as a contrast, not the main label.",DEFINE,ENTITY_NEAR_MISS,benchmark; policy context; LLM application security,DESCRIPTIVE,defines,YES,MEDIUM,Entity coverage row for benchmark with controlled near miss.
EXPAND_S0492,entity_focus,ENTITY_COVERAGE,expanded_entity_0492.md,The workflow compares evaluation against controls and records the selected evidence in the audit trail.,METHOD,ENTITY_NEAR_MISS,evaluation; controls; AI safety evaluation,ACTIVE,recommends,YES,EASY,Entity coverage row for evaluation with controlled near miss.
EXPAND_S0493,entity_focus,ENTITY_COVERAGE,expanded_entity_0493.md,The benchmark output reports that human review was selected more consistently than risk management.,RESULT,ENTITY_NEAR_MISS,human review; risk management; RouteMap,DESCRIPTIVE,reports_usefulness,YES,HARD,Entity coverage row for human review with controlled near miss.
EXPAND_S0494,entity_focus,ENTITY_COVERAGE,expanded_entity_0494.md,evidence selection alone is insufficient when source context is absent from the retrieved passage.,LIMITATION,ENTITY_NEAR_MISS,evidence selection; source context; privacy,LIMITED,limits,YES,MEDIUM,Entity coverage row for evidence selection with controlled near miss.
EXPAND_S0495,entity_focus,ENTITY_COVERAGE,expanded_entity_0495.md,A follow-up evaluation should add harder examples where tool-use security nearly overlaps with mismatch review.,NEXT_STEP,ENTITY_NEAR_MISS,tool-use security; mismatch review; consent boundary,ACTIVE,proposes_next_test,YES,HARD,Entity coverage row for tool-use security with controlled near miss.
EXPAND_S0496,entity_focus,ENTITY_COVERAGE,expanded_entity_0496.md,"During an incident drill, the audit trail links incident response to one passage and gold labels to another. The nearby phrase mentions permission boundary only as a contrast, not the main label.",EXAMPLE,ENTITY_NEAR_MISS,incident response; gold labels; permission boundary,DESCRIPTIVE,gives_example,YES,MEDIUM,Entity coverage row for incident response with controlled near miss.
EXPAND_S0497,entity_focus,ENTITY_COVERAGE,expanded_entity_0497.md,A source packet frames agent memory alongside RouteMap segment so reviewers can place the passage before judging its route label.,BACKGROUND,ENTITY_NEAR_MISS,agent memory; RouteMap segment; RouteMap,DESCRIPTIVE,sets_context,MAYBE,EASY,Entity coverage row for agent memory with controlled near miss.
EXPAND_S0498,entity_focus,ENTITY_COVERAGE,expanded_entity_0498.md,A route-aware system loses answer support when audit trail is separated from secure AI development.,CLAIM,ENTITY_NEAR_MISS,audit trail; secure AI development; route provenance,ACTIVE,asserts,YES,HARD,Entity coverage row for audit trail with controlled near miss.
EXPAND_S0499,entity_focus,ENTITY_COVERAGE,expanded_entity_0499.md,The phrase answer support marks the identity of the route feature connected to LLM application security.,DEFINE,ENTITY_NEAR_MISS,answer support; LLM application security; RouteMap,DESCRIPTIVE,defines,YES,MEDIUM,Entity coverage row for answer support with controlled near miss.
EXPAND_S0500,entity_focus,ENTITY_COVERAGE,expanded_entity_0500.md,"The reviewer logs policy context, checks AI safety evaluation, and stores the route decision before publishing the answer.",METHOD,ENTITY_NEAR_MISS,policy context; AI safety evaluation; route extraction,ACTIVE,recommends,YES,HARD,Entity coverage row for policy context with controlled near miss.
EXPAND_S0501,entity_focus,ENTITY_COVERAGE,expanded_entity_0501.md,"The mismatch review shows controls improved after adding labels while model release governance remained unstable. The nearby phrase mentions benchmark only as a contrast, not the main label.",RESULT,ENTITY_NEAR_MISS,controls; model release governance; RouteMap,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Entity coverage row for controls with controlled near miss.
EXPAND_S0502,entity_focus,ENTITY_COVERAGE,expanded_entity_0502.md,"Without risk management, the extractor may overstate privacy and hide a residual route gap.",LIMITATION,ENTITY_NEAR_MISS,risk management; privacy; evaluation,LIMITED,limits,YES,EASY,Entity coverage row for risk management with controlled near miss.
EXPAND_S0503,entity_focus,ENTITY_COVERAGE,expanded_entity_0503.md,The next benchmark should compare source context with consent boundary on unseen route-retrieval documents.,NEXT_STEP,ENTITY_NEAR_MISS,source context; consent boundary; human review,ACTIVE,proposes_next_test,YES,HARD,Entity coverage row for source context with controlled near miss.
EXPAND_S0504,entity_focus,ENTITY_COVERAGE,expanded_entity_0504.md,A tenant report shows mismatch review in the retrieved path while permission boundary appears only in the notes.,EXAMPLE,ENTITY_NEAR_MISS,mismatch review; permission boundary; evidence selection,DESCRIPTIVE,gives_example,YES,MEDIUM,Entity coverage row for mismatch review with controlled near miss.
EXPAND_S0505,entity_focus,ENTITY_COVERAGE,expanded_entity_0505.md,A policy context page introduces gold labels vocabulary before any substantive extraction claim is made.,BACKGROUND,ENTITY_NEAR_MISS,gold labels; retrieval trace; RouteMap,DESCRIPTIVE,sets_context,MAYBE,HARD,Entity coverage row for gold labels with controlled near miss.
EXPAND_S0506,entity_focus,ENTITY_COVERAGE,expanded_entity_0506.md,"RouteMap segment improves RouteMap reliability only when route provenance remains visible to downstream reviewers. The nearby phrase mentions incident response only as a contrast, not the main label.",CLAIM,ENTITY_NEAR_MISS,RouteMap segment; route provenance; incident response,ACTIVE,asserts,YES,MEDIUM,Entity coverage row for RouteMap segment with controlled near miss.
EXPAND_S0507,entity_focus,ENTITY_COVERAGE,expanded_entity_0507.md,"In this benchmark, secure AI development denotes the label used for passages that carry RouteMap.",DEFINE,ENTITY_NEAR_MISS,secure AI development; RouteMap; agent memory,DESCRIPTIVE,defines,YES,EASY,Entity coverage row for secure AI development with controlled near miss.
EXPAND_S0508,entity_focus,ENTITY_COVERAGE,expanded_entity_0508.md,"RouteMap processing links LLM application security to route extraction, validates the label, and preserves the reviewer note.",METHOD,ENTITY_NEAR_MISS,LLM application security; route extraction; audit trail,ACTIVE,recommends,YES,HARD,Entity coverage row for LLM application security with controlled near miss.
EXPAND_S0509,entity_focus,ENTITY_COVERAGE,expanded_entity_0509.md,The evaluation run recovered AI safety evaluation but missed benchmark in several hard boundary rows.,RESULT,ENTITY_NEAR_MISS,AI safety evaluation; benchmark; RouteMap,DESCRIPTIVE,reports_usefulness,YES,MEDIUM,Entity coverage row for AI safety evaluation with controlled near miss.
